-41.290001	13.032162	-682.312256
-40.639999	13.022444	-681.849609
-40.009998	13.016840	-681.798950
-39.389999	13.019454	-681.769043
-38.790001	13.021825	-682.200928
-38.189999	13.028554	-682.582947
-41.209999	12.379266	-680.940125
-40.549999	12.374777	-680.417725
-39.939999	12.375527	-680.638611
-39.340000	12.383624	-680.890320
-38.730000	12.379641	-681.050537
-38.119999	12.385123	-681.332092
-37.529999	12.406424	-682.006531
-36.950001	12.418635	-682.670105
-41.750000	11.740193	-679.639465
-41.119999	11.738075	-679.548950
-40.500000	11.735086	-679.468384
-39.880001	11.735461	-679.578796
-39.270000	11.741065	-679.629517
-38.669998	11.740446	-679.980774
-38.060001	11.753276	-680.293091
-37.490002	11.770594	-681.127747
-36.900002	11.773714	-681.780518
-36.360001	11.800254	-683.198242
-41.060001	11.098009	-678.489136
-40.419998	11.096013	-678.167725
-39.810001	11.097259	-678.268188
-39.209999	11.100502	-678.690063
-38.619999	11.108973	-679.052185
-38.020000	11.116077	-679.544678
-37.430000	11.130527	-680.067932
-36.860001	11.149092	-681.003113
-36.290001	11.161181	-681.897583
-35.759998	11.187973	-683.656616
-42.240002	10.464418	-677.470032
-41.610001	10.462797	-677.259094
-40.980000	10.458561	-677.078003
-40.349998	10.457315	-676.977539
-39.740002	10.464165	-677.128662
-39.150002	10.469151	-677.530640
-38.549999	10.473761	-677.822144
-37.970001	10.485101	-678.495728
-37.389999	10.493329	-679.319580
-36.820000	10.515005	-680.104431
-36.259998	10.529090	-681.320313
-35.720001	10.553389	-682.878357
-42.790001	9.833939	-676.300598
-42.139999	9.829825	-675.888672
-41.520000	9.828579	-675.788208
-40.900002	9.827707	-675.798157
-40.290001	9.825467	-675.938477
-39.680000	9.825842	-676.048950
-39.080002	9.836554	-676.270752
-38.490002	9.836685	-676.842896
-37.919998	9.853628	-677.567139
-37.340000	9.861481	-678.280518
-36.790001	9.884656	-679.507263
-36.230000	9.901356	-680.693176
-35.650002	9.914316	-681.577698
-42.730000	9.200723	-675.391968
-42.080002	9.193620	-674.899475
-41.450001	9.189009	-674.607971
-40.830002	9.188634	-674.497498
-40.209999	9.187763	-674.507446
-39.610001	9.196731	-674.749146
-39.020000	9.199973	-675.171082
-38.430000	9.204462	-675.693420
-37.849998	9.215427	-676.256531
-37.299999	9.239474	-677.473267
-36.720001	9.250316	-678.267212
-36.169998	9.264776	-679.593567
-35.590000	9.278233	-680.357605
