64.6694	55.9784	1283.83
60.1408	56.2163	1284.03
62.0803	56.3259	1284.21
57.6921	55.9609	1283.85
63.2391	55.835	1283.18
61.5146	55.9184	1283.31
59.1449	55.7612	1283.16
56.1898	56.4174	1285.15
55.2375	56.0471	1284.6
56.7475	55.6635	1283.36
54.2488	55.6775	1284.1
75.4662	54.5906	1283.24
71.7377	55.2682	1283.82
73.0879	54.8971	1283.25
66.198	55.9511	1284
67.3024	55.6039	1283.38
53.1603	55.9472	1285.11
52.0237	55.0715	1283.67
51.7654	55.8717	1285.54
49.9837	55.2105	1284.92
48.7834	55.1116	1285.11
46.2206	54.505	1284.31
50.4086	54.6535	1283.46
48.3335	54.4974	1283.83
43.1709	53.5504	1282.98
81.2741	53.4352	1281.81
79.5668	53.5735	1281.73
83.2796	53.071	1281.1
81.4649	52.9355	1280.25
85.0253	52.6571	1280.14
83.9588	52.4502	1279.3
74.0528	54.5519	1282.53
77.3855	54.0915	1282.72
76.2304	53.8378	1281.43
74.5067	53.9661	1281.12
77.8117	53.4889	1280.95
77.2564	53.3044	1280.14
74.6752	53.4947	1279.88
78.8605	52.9104	1279.48
77.0519	52.74	1278.47
75.8226	53.2172	1279.48
74.8579	53.0555	1278.67
72.3168	54.7233	1282.48
70.5867	55.0777	1282.99
69.4357	55.1504	1282.8
70.9327	54.4444	1281.27
72.2275	54.2659	1281.12
73.1518	53.8678	1280.44
71.7303	53.8346	1279.92
73.4766	53.2656	1278.85
69.5129	53.7942	1278.96
72.3922	53.4419	1278.9
70.8125	53.7196	1279.23
66.136	55.4358	1282.62
65.0003	55.5857	1282.75
67.4529	55.1881	1282.36
66.8738	54.7887	1281.07
64.1703	55.1084	1281.43
68.6737	54.558	1280.96
65.0726	54.5083	1279.98
67.2999	54.1323	1279.42
63.6151	54.3389	1279.42
65.2606	53.9953	1278.69
68.7863	53.5112	1278.15
61.103	55.1586	1281.44
59.1717	55.1912	1281.78
62.9469	54.8176	1280.53
58.9212	54.6531	1280.53
62.0494	54.4416	1279.58
60.121	54.4949	1279.9
59.1004	54.1013	1279.22
60.7611	53.7723	1278.14
62.2201	53.9578	1278.4
58.4351	53.6625	1278.42
55.8179	55.2686	1282.72
54.3657	54.7998	1282.19
52.8489	54.5217	1282.14
57.3405	54.8574	1281.41
55.7923	54.1232	1280.28
52.781	53.8057	1280.65
57.5436	54.2736	1279.99
54.7112	53.683	1279.67
53.4593	53.1761	1278.95
56.2189	53.2	1278.19
51.6697	52.7424	1278.61
50.9841	54.2415	1282.31
51.4162	53.594	1280.68
49.5037	53.9804	1282.26
49.8527	53.117	1280.17
48.5886	53.2669	1280.89
48.0443	52.3494	1278.81
50.2016	52.2754	1278
48.652	51.9257	1277.44
47.1346	52.8014	1280.23
45.337	52.2667	1279.45
46.1189	51.9439	1278.38
44.1075	52.2386	1279.7
42.0108	52.0539	1279.76
44.2044	51.5406	1277.85
41.4468	51.377	1278.19
40.0164	51.0774	1277.82
39.3258	50.545	1276.6
31.5868	51.1401	1278.29
33.7239	50.7771	1277.73
31.8462	50.4305	1276.9
34.624	50.3382	1276.81
33.1598	49.9621	1275.95
31.9935	49.7801	1275.55
30.0809	51.8525	1279.46
29.5206	51.0619	1277.84
27.9615	50.7369	1277.11
26.2948	50.9508	1277.3
30.3824	50.1531	1276.19
28.7473	49.815	1275.37
25.5044	50.242	1275.74
26.6025	49.4176	1274.3
24.5006	50.8008	1276.63
23.9605	49.7798	1274.58
21.9931	49.7126	1274.11
25.3521	49.3615	1274.02
20.5446	48.9412	1272.47
90.675	53.0444	1283.05
92.186	52.7401	1282.71
90.6606	52.6202	1281.37
93.273	52.4525	1282.11
92.0218	52.4861	1281.51
95.3436	52.113	1281.77
86.5328	53.804	1284.06
84.4476	53.8674	1283.75
88.2194	53.4903	1283.47
87.0699	53.4099	1282.86
85.5174	53.2112	1281.91
89.0507	53.2098	1282.89
89.4425	52.8315	1281.62
88.1898	52.8571	1281.28
86.7509	53.0916	1281.77
86.296	52.8066	1280.82
86.6352	52.4001	1279.59
80.5462	53.9679	1283.23
82.0543	53.8679	1283.28
84.2162	53.4456	1282.43
82.5505	53.4356	1282.09
78.7572	54.3079	1283.82
47.0245	53.8704	1282.7
46.999	53.3178	1281.45
45.7485	53.7057	1282.67
41.4928	52.906	1281.87
44.0496	53.1959	1281.98
42.7608	52.7064	1281.17
45.367	52.7939	1280.71
40.431	53.0014	1282.24
38.7063	52.6063	1281.54
37.2031	52.6597	1281.73
40.2083	52.0755	1280.19
36.1202	52.1768	1280.7
37.8742	51.6648	1279.56
35.5066	51.226	1278.74
39.096	51.2715	1278.46
37.9276	51.0241	1278.14
37.3705	50.4406	1276.85
34.0783	52.0922	1280.41
32.7364	51.9637	1280.02
31.3925	51.8819	1279.68
32.8693	51.3084	1278.75
97.35	51.0868	1278.83
91.4937	51.7696	1278.68
94.9662	51.4149	1278.72
92.7573	51.2778	1277.44
94.3449	51.0973	1277.55
91.06	51.1862	1276.73
95.8404	51.0071	1277.78
94.8614	50.6893	1276.42
93.2568	50.9292	1276.55
87.846	52.4352	1279.88
85.4958	52.1296	1278.56
89.8997	52.365	1280.17
88.5692	52.1331	1279.07
87.1015	52.0414	1278.51
86.2156	51.7946	1277.65
90.2728	51.9683	1278.95
88.2345	51.647	1277.5
89.6206	51.6004	1277.6
86.6285	51.3594	1276.44
90.7711	51.5326	1277.65
89.7592	51.1802	1276.42
88.2887	51.0441	1275.82
86.5298	50.9556	1275.34
82.452	52.5564	1279.29
82.5266	52.0705	1277.75
80.6831	52.5011	1278.66
81.1318	52.0706	1277.4
